temp_max,temp_min,rainfall,humidity,wind_speed,soil_moisture,ndvi,altitude,fall_armyworm,ear_rot,stem_borer,corn_earworm,locust
38.8,17.9,2.2,71.6,6.9,55.3,0.28,1730.0,None,None,High,None,High
33.7,22.7,3.2,90.3,5.8,59.9,0.4,1705.9,None,None,Low,Medium,Low
36.0,25.8,2.2,49.2,4.6,18.2,0.29,860.4,Low,Low,None,Low,Medium
30.1,17.0,5.7,54.6,5.1,12.7,0.79,2416.4,Low,Medium,High,None,High
30.3,16.1,5.4,67.0,1.2,26.5,0.72,1268.1,High,Low,Low,Medium,Low
28.5,20.3,6.3,74.2,4.1,33.1,0.34,827.5,High,Low,None,Low,None
30.0,16.9,1.6,85.8,2.0,20.2,0.44,930.0,High,Medium,None,None,Low
31.3,23.5,1.9,94.4,2.1,25.1,0.88,1786.3,Low,Low,Medium,Medium,High
30.1,25.1,0.7,64.4,5.5,20.0,0.62,1034.2,High,High,Medium,Low,High
29.1,20.3,5.3,47.4,7.3,48.7,0.76,870.9,Medium,None,Low,Medium,Low
29.4,18.6,0.2,85.1,3.5,45.6,0.39,1445.4,Low,Low,Medium,None,None
33.5,20.3,4.6,75.2,2.1,41.7,0.35,1858.7,Medium,Medium,High,Medium,Medium
30.5,23.2,10.2,54.9,5.4,29.4,0.75,990.1,None,High,High,Low,High
32.4,16.1,11.1,69.7,7.0,55.5,0.68,1332.7,None,High,Medium,Low,Medium
34.0,21.9,3.0,82.1,6.1,58.5,0.68,1510.2,High,Medium,High,None,Low
36.3,22.1,3.1,83.5,7.0,18.7,0.59,1071.1,Medium,Low,High,None,None
28.5,22.4,0.4,70.0,4.5,21.2,0.59,1660.3,Low,None,Low,High,High
37.6,18.4,5.6,60.3,6.1,36.3,0.71,944.9,Medium,None,Low,Low,Low
35.5,23.1,8.6,93.7,1.6,14.6,0.39,879.1,High,High,Low,Medium,None
29.0,16.9,1.4,78.2,3.1,31.8,0.45,1683.7,Medium,High,None,High,High
38.5,18.0,2.7,65.4,3.4,39.1,0.81,1221.4,Low,High,Low,Medium,High
39.1,24.8,9.1,59.0,4.3,36.1,0.42,962.1,None,None,Low,Low,Medium
28.7,23.4,10.5,81.6,7.5,26.5,0.58,1520.7,Low,Medium,None,Low,Medium
31.3,16.1,1.4,57.1,7.1,37.1,0.69,2355.7,High,Medium,None,High,Low
37.7,18.5,4.0,53.6,1.5,57.9,0.9,2031.1,Low,Medium,Low,Medium,None
37.0,18.1,1.1,71.5,1.8,20.3,0.5,2186.5,Low,Medium,Medium,Medium,None
30.2,18.7,0.5,59.5,3.2,42.7,0.5,2282.3,Low,High,High,Low,Medium
30.5,18.5,12.1,76.4,2.7,12.2,0.79,2453.5,High,Low,Medium,High,None
32.4,16.6,8.6,50.9,5.1,13.3,0.76,2097.5,Medium,None,Low,Medium,High
33.8,20.6,7.1,77.7,7.3,37.6,0.71,1834.3,Medium,None,Low,Low,None
35.4,23.3,0.2,59.2,7.7,15.2,0.52,1421.2,Low,None,None,Medium,Medium
32.4,22.1,9.3,45.0,5.4,11.1,0.43,1108.8,None,Low,None,Low,Medium
33.6,22.7,2.9,51.3,6.8,18.6,0.63,1967.3,High,None,High,None,Medium
37.0,16.8,2.1,91.7,4.4,38.2,0.81,2491.4,High,Low,Low,High,Low
28.4,25.5,4.0,88.4,2.1,45.2,0.82,1594.5,High,Medium,High,None,High
31.0,24.4,0.5,56.7,4.4,20.1,0.28,2030.3,High,High,Medium,Medium,Low
36.6,24.1,7.1,83.9,4.7,43.4,0.5,1641.7,High,High,None,Low,Medium
38.7,24.2,4.4,75.4,6.1,19.1,0.53,1534.3,Medium,Low,Medium,Low,Medium
34.1,25.3,1.0,93.5,2.1,40.7,0.88,1497.5,High,None,Low,Low,None
34.4,21.4,1.0,63.7,3.3,30.6,0.67,1657.9,Medium,None,Low,High,Medium
29.3,18.0,1.0,79.1,3.2,42.7,0.49,1423.7,None,High,Medium,Low,Medium
33.4,22.2,0.3,48.2,7.7,59.8,0.22,2072.9,Low,Medium,High,None,High
34.4,23.4,4.4,64.8,3.8,56.9,0.6,2286.3,High,None,High,Medium,High
30.9,23.4,9.2,93.2,6.2,10.2,0.27,2300.9,Low,High,High,None,None
31.2,21.2,0.1,71.9,6.1,54.3,0.78,1187.1,High,Low,None,None,None
32.5,16.7,0.3,59.4,2.5,13.3,0.73,2323.0,None,High,None,None,Low
28.2,19.7,4.3,51.0,4.8,57.7,0.52,1380.6,Low,Low,None,None,High
31.9,25.2,8.6,80.2,7.2,24.1,0.5,1325.8,Low,Low,Low,Low,None
30.5,21.8,2.0,77.2,4.1,29.1,0.83,2035.5,None,Medium,Low,Low,Medium
31.9,21.4,2.2,63.7,7.6,14.6,0.4,1318.0,None,High,Medium,None,Medium
29.4,18.7,4.5,92.5,2.1,15.6,0.37,890.0,None,High,Medium,High,Medium
38.7,19.7,1.6,46.1,1.1,46.3,0.86,1435.2,High,Medium,High,None,None
35.1,25.0,0.1,60.2,7.2,57.2,0.77,2026.5,None,None,High,High,None
36.1,22.7,6.6,91.1,6.9,40.5,0.77,1355.8,Low,Low,None,Medium,Low
37.5,23.9,4.9,61.0,7.9,45.8,0.34,1870.3,None,High,High,None,None
34.0,20.5,4.3,57.6,5.6,48.1,0.3,1922.2,Medium,Medium,Low,High,None
29.0,22.3,6.8,71.7,7.5,23.1,0.22,2047.4,Medium,High,Low,Low,None
34.4,18.5,5.6,86.2,6.7,12.3,0.37,2325.1,Medium,Low,High,Low,Medium
35.0,23.1,1.2,50.2,6.8,10.1,0.74,1535.4,Low,Medium,None,Low,Low
36.9,20.3,2.2,92.2,4.8,27.5,0.37,1082.9,None,Low,High,Medium,Low
33.2,20.4,0.7,84.8,3.4,22.1,0.71,1342.2,Medium,Medium,Medium,Low,Low
29.5,22.5,0.7,54.1,7.5,13.1,0.38,1534.7,High,High,High,None,None
31.4,25.4,5.6,80.6,3.7,19.0,0.48,2013.6,None,Medium,High,None,Low
32.4,16.6,9.8,64.2,4.5,16.2,0.89,822.3,Low,Low,Medium,Medium,None
35.8,24.2,16.4,65.1,3.8,55.7,0.37,1336.8,None,Low,None,None,Medium
34.8,18.9,4.9,84.2,4.7,17.0,0.46,2125.7,None,None,None,None,None
32.3,20.4,1.0,93.1,4.0,36.9,0.41,1940.5,Medium,High,Low,Low,High
39.8,16.2,0.6,51.3,0.9,39.7,0.28,2044.0,Medium,Low,None,High,None
35.3,19.0,8.4,66.0,7.1,37.2,0.54,2180.1,None,High,High,Low,High
30.8,21.0,4.3,69.0,3.8,15.0,0.47,2131.5,Low,Medium,Low,Low,High
29.2,16.6,4.8,63.8,4.9,25.9,0.69,1959.7,High,High,High,High,Medium
29.8,20.9,7.6,63.2,1.5,12.6,0.77,1547.4,High,High,Medium,None,High
31.0,25.3,6.1,47.6,0.5,29.8,0.58,2472.1,High,Medium,None,Medium,None
29.9,17.1,9.0,79.3,2.3,19.4,0.22,1767.4,Low,High,Low,High,None
30.2,23.6,0.3,66.8,5.8,38.1,0.63,1144.7,Medium,None,Low,High,Low
31.4,20.1,6.9,54.7,1.2,44.6,0.24,1297.8,Low,Medium,Low,None,None
30.1,22.6,9.5,85.8,7.3,36.6,0.63,1979.1,None,High,Medium,Low,Low
38.8,18.6,1.7,85.1,2.1,31.7,0.68,2372.1,Low,Low,None,None,Medium
29.0,17.6,5.1,69.3,2.0,29.4,0.34,1103.8,Medium,Medium,Medium,High,None
34.3,17.6,1.9,59.9,1.9,52.1,0.77,940.0,Low,High,Low,High,Low
32.9,16.7,15.8,76.9,0.6,21.0,0.84,2298.6,High,High,High,None,None
39.8,17.9,0.2,59.4,6.3,46.7,0.77,2356.0,None,Low,High,Medium,Medium
29.3,22.6,4.3,56.8,7.1,47.9,0.41,1269.8,Low,Medium,None,High,High
32.8,24.8,0.9,81.5,5.1,31.0,0.61,1441.4,None,Low,None,None,Medium
39.6,24.1,6.2,47.0,1.9,24.9,0.84,1922.3,Low,Medium,Medium,None,Low
38.4,22.9,1.0,49.7,2.6,33.5,0.42,1360.9,None,Low,High,None,Low
37.8,17.1,1.3,45.3,4.1,14.7,0.77,2291.2,Low,Medium,Low,Low,High
31.1,18.9,3.4,52.6,7.7,12.3,0.21,982.9,Low,Low,Low,High,None
30.1,19.1,12.3,48.4,2.4,15.6,0.2,864.6,Low,None,None,High,High
36.0,18.5,1.2,94.8,6.0,19.4,0.73,1154.4,Medium,None,Low,None,Low
39.2,21.2,0.8,59.4,3.8,35.2,0.73,1286.3,Low,None,Low,None,Low
34.7,21.4,7.1,52.5,2.7,52.5,0.75,992.0,Medium,Medium,Low,Low,High
34.9,19.6,3.5,57.0,3.9,21.8,0.85,911.7,Medium,High,Medium,High,High
31.4,19.5,12.1,91.8,1.0,56.8,0.28,2084.5,Low,None,Low,Medium,Medium
37.2,24.3,0.8,71.0,6.5,57.7,0.36,1079.3,High,None,None,Medium,None
30.2,23.9,5.2,63.2,2.3,57.9,0.83,2353.7,Medium,Low,Low,Medium,Medium
31.9,19.1,1.3,88.7,5.9,51.9,0.32,1425.6,Low,Medium,High,None,Low
33.1,25.1,0.9,64.7,1.0,28.2,0.68,1940.0,High,None,Low,Low,Low
34.1,25.5,5.8,61.8,7.7,13.6,0.57,1183.2,High,Low,High,High,None
30.9,19.3,4.5,55.4,1.9,38.4,0.26,1208.5,High,None,Medium,None,Medium
29.4,19.5,7.0,63.9,7.1,37.9,0.4,1777.0,Medium,Low,Low,Medium,Medium
35.3,21.1,1.9,60.8,6.6,52.5,0.56,1753.1,Low,None,None,Low,Low
31.5,25.4,3.0,78.9,7.8,59.8,0.8,2106.8,Low,Low,Medium,Medium,High
35.0,24.8,2.6,59.5,4.1,35.4,0.7,2088.3,Medium,Medium,Medium,Medium,None
29.9,17.0,20.7,73.9,6.0,27.3,0.64,1940.2,High,Medium,Medium,Medium,None
33.8,19.9,1.7,48.3,3.3,19.3,0.55,1563.5,Medium,None,High,High,Medium
34.4,21.5,1.7,54.6,1.9,10.2,0.41,2314.1,High,Medium,Medium,Low,High
28.6,21.0,2.2,65.4,3.8,35.5,0.28,1858.4,Low,Low,None,Medium,High
32.0,17.9,4.2,91.8,1.7,37.8,0.49,2483.3,Low,High,High,None,High
29.6,24.6,1.5,63.9,7.9,51.2,0.22,2192.9,High,Low,Medium,High,None
28.8,22.8,12.3,78.2,1.2,35.2,0.35,875.3,High,Medium,Low,Low,High
39.9,24.4,1.5,57.8,4.9,55.8,0.5,1345.0,High,Medium,Medium,High,High
31.9,24.6,11.3,51.4,5.2,41.4,0.49,1772.2,High,None,Medium,Low,None
37.7,23.5,0.5,47.9,4.5,52.0,0.23,2026.5,Low,High,None,None,Medium
31.1,20.4,5.3,60.3,5.5,17.4,0.61,1735.6,Medium,Low,Low,None,Medium
36.2,22.1,11.9,52.9,1.4,52.8,0.58,2136.4,High,Medium,Low,High,Low
37.1,17.6,0.9,53.7,4.7,43.8,0.25,1280.5,Medium,None,Low,Low,High
35.1,22.7,17.3,83.0,2.7,18.5,0.86,1112.7,Low,Low,None,None,None
33.7,17.8,3.0,45.8,7.6,19.5,0.27,891.7,Low,Medium,None,None,Medium
32.9,22.9,14.6,72.9,6.2,56.3,0.8,1774.6,Medium,Low,None,Low,None
32.2,18.3,5.6,64.0,7.8,11.6,0.2,1970.6,None,Low,Low,None,Medium
39.2,17.2,1.8,70.3,0.8,33.1,0.82,1354.5,Medium,Low,High,Medium,High
38.0,17.7,1.0,73.1,2.6,25.7,0.21,1843.1,None,Medium,None,None,None
39.6,16.0,1.8,60.7,2.0,43.3,0.73,888.7,Low,Low,Low,Medium,Low
29.5,23.2,0.5,59.8,0.6,52.0,0.45,968.8,High,None,Low,None,High
36.8,23.3,0.8,81.7,2.3,28.0,0.72,1993.0,Low,Medium,High,Low,High
39.3,21.1,0.6,88.6,5.6,31.3,0.48,1425.7,High,Low,None,Medium,Medium
30.2,17.6,2.7,54.6,2.2,59.1,0.25,1941.3,Low,Low,None,None,None
28.8,16.8,7.9,49.9,4.3,49.2,0.74,2213.9,High,None,None,Low,Low
36.9,16.2,0.8,89.9,7.2,54.9,0.25,2249.5,None,None,High,Low,High
34.9,17.7,0.7,62.5,5.7,31.9,0.85,1092.7,None,None,Medium,None,High
38.1,24.9,5.2,72.6,3.5,21.7,0.24,1626.7,High,High,None,Medium,None
29.7,18.4,1.1,63.0,3.3,30.6,0.54,2047.7,High,Low,Low,Medium,Medium
37.5,19.5,0.5,51.3,3.9,45.8,0.71,2115.8,None,None,None,Medium,None
30.4,17.1,0.9,74.5,1.8,15.5,0.48,2133.9,High,None,None,None,None
30.0,18.2,12.9,71.3,5.3,23.5,0.35,1187.9,Medium,None,High,Low,Medium
30.0,21.2,8.6,55.1,3.2,12.3,0.73,1127.3,High,Medium,Low,None,None
37.8,22.1,2.2,67.6,6.9,31.6,0.75,1803.0,Medium,None,Medium,Medium,None
36.0,18.5,5.3,84.8,6.2,51.4,0.85,2059.8,Low,Low,Low,Low,Medium
34.3,16.6,3.9,74.5,5.1,11.2,0.46,1342.5,Low,Low,Medium,Low,Low
32.3,19.9,5.7,49.8,3.2,43.8,0.55,978.0,Low,High,Low,High,High
38.5,18.3,5.7,72.4,2.1,56.6,0.45,2018.5,Medium,Low,Low,None,Medium
32.7,18.2,5.0,80.1,6.3,21.8,0.38,1309.5,Low,Low,Medium,High,Medium
37.8,25.6,1.5,84.6,4.1,44.7,0.73,1082.8,None,Medium,None,None,Low
33.3,22.2,0.2,76.5,2.2,58.8,0.44,1051.1,Low,Low,Medium,High,Low
32.5,21.6,3.0,52.6,2.0,58.1,0.5,1335.3,None,High,High,Low,Medium
33.6,20.2,11.1,80.5,1.7,21.7,0.48,1807.6,High,Medium,None,High,None
31.6,20.3,4.2,78.9,6.3,15.0,0.7,1409.3,Medium,Low,High,None,High
37.0,21.4,8.9,46.2,2.2,17.4,0.84,835.1,High,Medium,None,Low,Medium
34.0,23.0,23.9,65.6,4.4,45.1,0.67,964.7,High,High,Low,Low,None
30.8,23.0,0.9,61.6,3.9,46.3,0.53,1293.9,Medium,Medium,Medium,High,Medium
38.8,17.7,5.9,78.5,4.8,43.7,0.75,1921.5,High,High,Medium,High,High
32.6,21.0,5.6,55.8,7.1,26.8,0.65,967.5,Low,None,None,None,None
34.5,20.1,19.5,74.5,7.0,18.5,0.24,1753.1,None,Low,High,Medium,None
38.9,24.7,21.2,90.7,3.9,39.0,0.27,1003.8,Low,High,High,Medium,High
35.5,22.3,5.8,84.9,0.6,34.2,0.23,1159.7,Low,Low,None,None,None
29.4,21.3,1.4,91.1,3.7,46.4,0.52,1092.7,High,High,High,None,None
39.3,17.2,8.0,93.9,5.0,32.1,0.78,914.3,Medium,None,Medium,High,Low
35.5,22.1,0.6,45.5,4.7,26.9,0.42,1941.3,Low,High,High,Low,Low
32.0,17.2,7.6,76.1,5.4,24.7,0.47,1587.8,Medium,Low,None,None,Medium
29.7,19.4,12.1,65.6,1.7,20.6,0.84,2212.8,Medium,None,High,None,Medium
37.5,17.4,2.4,88.0,5.3,23.3,0.79,968.1,None,High,None,Low,High
35.4,22.9,5.0,57.6,1.9,14.7,0.67,1046.0,Medium,Low,High,Medium,High
34.4,18.1,2.8,94.1,6.1,27.3,0.39,1321.0,High,None,Medium,Low,High
38.7,19.9,2.9,75.7,3.0,11.8,0.28,2102.0,High,None,Low,Low,Low
37.5,25.0,1.9,84.7,5.8,19.3,0.21,1319.8,Medium,Medium,None,None,None
29.8,18.0,7.2,49.3,0.9,47.3,0.27,1494.3,Low,High,High,Low,High
31.7,21.1,13.8,54.2,3.6,26.3,0.4,1312.7,None,None,Medium,None,None
31.0,20.2,14.1,82.9,5.8,43.4,0.59,936.4,Low,Low,Low,High,High
36.9,16.2,1.0,46.1,2.2,45.8,0.24,2397.0,High,None,Low,None,None
28.4,23.9,10.4,85.8,6.5,39.1,0.3,1732.5,Low,Medium,High,High,High
34.8,16.7,6.7,45.7,5.2,57.9,0.33,2139.3,None,None,Low,Low,High
37.1,20.7,1.5,77.9,4.9,11.1,0.64,1919.2,High,None,None,Low,Low
38.5,21.6,0.3,63.3,3.2,46.9,0.63,1674.2,High,None,High,Low,None
32.1,22.3,1.6,75.6,4.1,57.9,0.59,952.5,Medium,Medium,Low,Medium,None
37.9,22.9,12.2,79.8,5.0,53.1,0.38,1892.6,None,High,Low,High,Low
29.3,18.5,5.0,62.1,4.0,18.4,0.46,1064.1,None,Medium,None,Low,None
38.2,16.1,6.4,50.4,5.7,26.3,0.27,1504.5,None,None,High,None,Medium
29.5,23.2,1.5,48.5,3.8,18.6,0.36,1869.5,Medium,Medium,None,Medium,Low
32.8,21.4,6.4,74.4,2.0,40.1,0.83,2129.8,None,High,Medium,None,Low
37.6,24.4,0.1,71.0,2.1,45.6,0.89,1964.6,High,None,High,Medium,Low
29.8,24.2,2.4,82.1,0.5,25.9,0.65,1941.6,High,None,None,None,Medium
30.8,24.4,4.9,70.5,2.8,37.0,0.84,1053.4,Low,None,High,Medium,None
36.7,20.9,0.8,66.1,6.1,44.5,0.65,1388.4,Low,Medium,Low,Medium,Medium
36.6,19.3,8.7,64.9,6.5,31.1,0.22,873.0,Medium,Medium,Medium,None,High
35.7,23.9,1.3,46.3,2.0,52.7,0.9,2023.1,High,Medium,Low,Medium,Low
36.3,20.5,5.3,61.8,7.7,48.6,0.27,2419.4,High,None,Medium,Low,None
34.5,17.8,2.6,93.8,4.3,13.2,0.68,1249.0,None,Low,Low,None,High
31.0,24.5,4.5,88.7,7.4,41.1,0.38,949.1,None,High,None,Low,None
32.1,24.8,0.6,61.5,5.8,21.8,0.47,1608.5,High,None,High,Low,None
30.2,20.7,0.1,74.4,5.9,37.9,0.65,2256.4,Medium,High,None,None,Medium
38.9,16.8,12.0,87.4,1.1,57.8,0.51,1738.4,None,Medium,High,High,None
35.0,19.9,1.6,67.1,2.1,54.0,0.38,879.5,Medium,None,None,Medium,None
32.8,24.0,8.6,45.9,0.6,30.2,0.43,2456.3,High,Low,Low,None,High
33.5,25.0,36.7,48.7,5.9,24.6,0.44,2208.7,None,High,High,High,Low
39.4,18.0,1.2,70.5,3.1,21.7,0.87,1023.7,High,Low,None,Low,High
29.8,16.7,1.5,93.5,6.4,36.6,0.76,2367.1,None,High,High,Medium,None
35.0,24.8,5.4,79.7,3.0,15.7,0.52,1566.2,High,Low,Low,Low,High
34.1,19.9,16.8,48.5,6.6,37.5,0.34,1432.2,Medium,Medium,Low,Medium,Medium
35.3,21.4,12.4,54.5,1.5,10.1,0.77,1583.8,Low,High,Medium,Medium,None
28.2,25.7,3.5,83.6,1.8,26.2,0.31,2218.8,Medium,High,Low,Medium,Medium
38.5,16.7,7.9,87.1,3.1,21.0,0.35,1921.1,High,Low,Low,None,High
39.2,22.5,0.7,75.9,3.6,58.6,0.46,900.7,High,Medium,Medium,Low,None
34.8,16.7,19.0,77.2,3.1,46.4,0.82,2427.9,Low,None,Low,Low,Medium
36.4,19.8,16.7,46.4,6.2,27.5,0.29,1051.2,Medium,Low,None,None,Low
39.1,24.0,0.9,86.4,1.2,14.6,0.29,2067.5,Medium,Low,High,Low,High
36.5,20.3,1.8,84.4,3.1,35.8,0.55,1881.4,Medium,None,High,Medium,Medium
29.8,26.0,0.5,58.0,6.8,20.7,0.39,1118.8,High,Low,Low,High,None
34.9,21.6,1.6,80.4,1.0,36.8,0.6,1090.2,None,Low,Medium,Low,None
35.3,19.2,8.5,55.7,7.6,51.8,0.52,2279.6,Low,High,Medium,None,Low
33.1,18.2,2.4,47.0,7.9,40.8,0.5,1513.5,Medium,Medium,Medium,High,High
36.8,19.5,0.5,55.1,1.2,41.7,0.28,1912.8,None,Low,Low,High,Low
39.2,19.7,2.1,53.9,2.7,37.1,0.3,1656.9,High,High,High,Low,Medium
39.1,16.7,19.9,61.9,3.3,56.4,0.77,2036.5,Medium,None,None,None,None
33.4,19.7,5.0,65.9,6.3,56.6,0.82,1614.7,Low,Low,Medium,Medium,Medium
29.4,20.6,2.7,70.4,5.0,35.6,0.36,1288.5,High,Medium,High,High,Medium
39.8,23.2,0.9,68.8,5.3,25.3,0.28,1417.8,Low,None,Medium,None,Medium
38.1,22.6,21.4,58.5,6.2,33.0,0.24,2260.4,Medium,Medium,High,Medium,High
29.5,23.1,8.6,46.5,1.4,19.3,0.63,1595.7,None,None,Low,Medium,None
39.1,16.1,1.7,75.3,6.7,41.8,0.7,1162.9,Low,None,Low,Low,Low
38.4,18.2,0.4,64.8,5.8,35.0,0.46,2388.8,None,None,High,Medium,High
34.2,22.6,0.3,59.9,4.8,15.2,0.68,2154.2,Medium,High,Low,Low,None
35.1,20.8,0.6,88.3,7.2,19.9,0.7,894.6,Low,Medium,Medium,Medium,Medium
32.8,16.1,4.3,82.3,5.8,34.0,0.85,2498.2,Low,Medium,None,Medium,Medium
28.7,24.0,13.2,87.9,2.0,54.4,0.25,1981.4,Low,Medium,High,None,Medium
32.0,23.7,3.4,69.7,3.7,38.3,0.33,1072.5,None,Low,Medium,Medium,None
37.6,21.5,9.3,51.5,4.2,44.1,0.25,1203.2,High,Medium,Low,Medium,None
28.1,16.7,3.0,79.8,0.9,27.0,0.81,1977.2,None,Low,Low,High,Medium
32.0,23.7,6.2,55.3,7.7,38.6,0.75,2125.6,High,None,Medium,Low,None
32.8,21.8,6.6,67.1,1.5,32.4,0.6,1206.4,Medium,Medium,None,None,Medium
34.4,23.8,1.0,48.3,5.7,43.0,0.26,1236.8,Medium,None,Medium,High,Low
39.0,23.5,2.2,86.3,4.3,12.5,0.39,1322.1,Low,None,Medium,Medium,Low
32.2,24.0,5.1,51.3,0.7,34.7,0.41,1816.6,High,High,None,High,Low
32.2,21.2,0.4,90.2,7.4,24.8,0.59,1092.1,Low,Medium,High,None,High
36.9,17.4,2.2,88.2,6.9,26.3,0.38,977.2,Medium,Medium,Low,Low,Medium
33.4,22.7,3.8,68.2,4.4,58.0,0.25,1954.1,High,Low,Low,None,Medium
30.7,22.2,27.9,82.2,2.2,19.1,0.71,2124.5,High,Low,Low,High,High
33.4,23.4,3.2,76.0,1.4,25.6,0.41,1651.6,Medium,Medium,Medium,High,Medium
29.7,17.7,8.5,85.2,3.2,35.5,0.52,1418.5,High,Medium,High,Medium,High
30.1,17.9,2.8,66.6,2.4,53.2,0.29,1534.5,Medium,Medium,None,None,None
34.0,24.9,8.0,84.3,4.3,30.8,0.76,1460.3,None,High,Low,None,High
33.0,23.5,4.5,68.1,7.7,47.2,0.6,2432.0,Low,High,None,Medium,Low
39.0,25.1,10.9,92.0,4.8,52.8,0.83,2105.8,Low,Low,High,Medium,High
32.3,23.6,2.6,69.3,7.2,25.5,0.55,1153.7,Low,High,Low,Medium,High
35.0,22.0,4.6,68.1,5.4,29.6,0.86,1453.1,High,Medium,Medium,Low,Low
35.6,22.5,5.0,84.3,4.1,27.8,0.82,1724.8,Medium,Medium,Low,Low,Low
28.2,24.9,2.7,86.1,6.9,51.6,0.6,1842.1,None,None,High,None,Medium
36.0,21.8,0.8,72.7,4.0,12.2,0.85,1595.9,High,Medium,Medium,Medium,None
30.1,22.3,0.5,54.0,7.0,25.4,0.43,2177.2,Low,High,High,Low,High
39.5,17.6,0.1,68.4,2.7,44.0,0.46,2104.9,High,High,None,High,None
29.8,20.7,10.3,93.4,1.5,38.3,0.23,1658.8,High,High,Medium,Medium,High
33.0,23.2,1.3,82.6,6.9,31.8,0.61,2252.5,High,None,High,Low,Low
29.0,18.7,1.2,85.6,4.9,37.0,0.71,2076.9,High,Low,Medium,Low,Medium
40.0,18.0,6.7,46.6,7.2,19.9,0.74,2123.6,None,None,None,High,None
34.0,19.1,1.9,68.4,7.5,31.5,0.3,2425.9,Medium,Low,High,None,Low
35.1,18.4,3.5,77.3,0.9,35.1,0.51,1253.0,None,Medium,Low,Low,Low
28.8,18.1,0.9,86.5,4.3,55.1,0.32,1255.0,Low,Low,None,High,Low
37.0,20.2,16.1,47.5,3.3,23.0,0.66,2311.2,Medium,Medium,Low,Medium,None
30.5,25.1,9.5,87.6,5.2,53.4,0.31,2112.8,None,Low,Medium,Medium,High
38.8,21.1,10.0,72.4,6.5,42.2,0.83,2375.1,High,Low,High,None,None
30.5,17.9,2.6,54.9,2.6,11.0,0.36,907.3,High,None,Low,High,High
30.3,16.8,7.2,60.9,4.7,46.2,0.4,1867.2,Low,High,Low,None,Low
28.4,23.0,0.8,59.1,5.8,11.8,0.8,1045.9,Medium,None,Medium,None,Medium
33.7,19.8,0.0,71.5,1.5,59.9,0.52,1656.6,Low,None,Low,None,None
34.8,24.2,0.1,47.6,6.6,53.6,0.22,1064.8,High,High,High,None,Medium
28.8,22.6,4.4,52.9,5.0,24.9,0.55,1017.7,Medium,High,High,High,Medium
37.3,24.0,3.0,85.6,7.6,22.9,0.26,820.7,Low,Medium,Low,Medium,None
33.4,18.7,3.6,51.6,3.0,29.1,0.89,1871.4,Low,None,None,Medium,None
34.3,22.9,0.0,56.7,1.3,27.8,0.61,1410.3,Low,None,High,High,None
33.3,18.6,2.7,67.7,4.3,28.6,0.38,978.8,High,High,None,None,None
32.8,25.4,6.3,70.9,1.1,25.9,0.59,1348.8,None,High,None,None,None
34.7,22.4,2.9,83.2,7.8,41.1,0.25,1087.2,None,Medium,None,Medium,None
29.9,19.2,6.6,67.4,0.8,18.2,0.76,2400.9,High,None,None,Medium,Medium
30.2,18.7,1.3,84.5,6.2,52.3,0.85,1344.0,High,None,High,Low,Low
38.3,17.9,8.4,75.9,4.4,50.6,0.81,1367.7,High,None,Medium,None,Low
39.4,22.9,4.4,50.7,3.3,33.8,0.44,2227.8,Medium,Medium,High,Low,None
32.5,18.2,1.2,52.8,1.0,52.6,0.43,1901.2,Medium,None,None,Low,Medium
31.2,22.0,1.4,66.9,5.2,22.4,0.22,2007.3,Medium,High,Low,Low,Low
35.7,18.6,4.9,64.8,4.9,10.9,0.66,1881.2,None,None,High,None,Medium
32.9,22.6,8.9,82.2,2.6,41.0,0.57,2408.5,Medium,Medium,High,Low,Medium
28.3,24.1,2.7,74.0,7.3,32.9,0.52,1151.9,None,None,Medium,Low,Medium
29.9,23.8,1.5,64.4,2.8,38.4,0.84,2481.4,Low,Medium,None,Low,Low
36.6,23.6,10.1,53.5,3.9,55.0,0.32,2212.6,High,None,High,High,Medium
35.9,17.9,5.5,56.3,4.6,58.5,0.21,1801.3,Low,High,Low,High,Low
28.3,16.9,3.0,73.8,1.3,41.7,0.25,1926.0,High,Medium,Medium,Medium,High
30.7,23.0,3.3,66.2,7.5,48.2,0.36,1903.0,Low,None,Medium,High,High
30.8,19.7,1.1,70.7,3.3,14.2,0.22,899.3,Low,High,Medium,High,Low
36.1,20.3,4.9,53.5,1.1,18.0,0.55,1170.6,Medium,Medium,Medium,Low,High
28.2,16.3,2.2,78.1,3.4,46.7,0.42,2434.5,High,High,Medium,Low,Medium
29.2,18.6,27.2,87.6,5.0,31.6,0.33,1708.4,Medium,High,None,High,Low
37.6,16.3,3.3,57.9,4.4,32.3,0.73,1443.2,High,High,Low,Medium,None
30.1,24.8,3.3,69.6,5.7,25.4,0.34,2095.5,None,None,Medium,None,Medium
35.8,18.4,4.2,93.8,0.9,40.4,0.68,1691.7,High,None,Low,Medium,High
30.9,21.6,12.4,61.7,2.6,19.3,0.44,822.4,None,High,Low,None,High
29.2,16.4,8.1,74.8,6.6,41.3,0.56,2051.6,High,Low,None,Low,Medium
30.9,22.7,3.0,49.5,1.1,18.7,0.85,2044.8,Low,None,Low,None,Low
36.7,19.2,6.3,75.3,6.9,13.2,0.23,1080.8,High,High,High,None,Medium
38.3,25.0,4.4,49.5,1.2,26.5,0.55,2426.3,Medium,Low,Low,None,High
38.0,24.9,3.4,93.0,6.8,21.6,0.8,1180.6,None,Medium,Medium,High,Low
